username,created_at,favorite_count,retweet_count,reply_count,quote_count,lang,full_text,label,validasi_label,cleaning,case_folding,normalisasi,tokenize,stopword_removal,stemming_data
,Mon Oct 13 15:11:35 +0000 2025,0,0,1,0,in,@merugie kak niacef dipake siang boleh atau malem aja? cara pake nya di totol ke bekas jerawat aja kah? setelah pake hada labo baru pake niacef ya? maaf ya kak borongan nanya nyaa,1,1,kak niacef dipake siang boleh atau malem aja cara pake nya di totol ke bekas jerawat aja kah setelah pake hada labo baru pake niacef ya maaf ya kak borongan nanya nyaa,kak niacef dipake siang boleh atau malem aja cara pake nya di totol ke bekas jerawat aja kah setelah pake hada labo baru pake niacef ya maaf ya kak borongan nanya nyaa,kak niacef dipakai siang boleh atau malam saja cara pakai ya di totol ke bekas jerawat saja kah setelah pakai hada labo baru pakai niacef ya maaf ya kak borongan bertanya nya,"['kak', 'niacef', 'dipakai', 'siang', 'boleh', 'atau', 'malam', 'saja', 'cara', 'pakai', 'ya', 'di', 'totol', 'ke', 'bekas', 'jerawat', 'saja', 'kah', 'setelah', 'pakai', 'hada', 'labo', 'baru', 'pakai', 'niacef', 'ya', 'maaf', 'ya', 'kak', 'borongan', 'bertanya', 'nya']","['kak', 'niacef', 'dipakai', 'siang', 'malam', 'pakai', 'ya', 'totol', 'bekas', 'jerawat', 'kah', 'pakai', 'hada', 'labo', 'pakai', 'niacef', 'ya', 'maaf', 'ya', 'kak', 'borongan', 'nya']",kak niacef pakai siang malam pakai ya totol bekas jerawat kah pakai hada labo pakai niacef ya maaf ya kak borong nya
,Mon Oct 13 13:03:00 +0000 2025,0,0,1,0,in,fw: hada labo shirojyun moist: hada labo 3d gel exfo toner: avoskin mrt serum: whitelab niacin 10% menurut kalian ini udh oke blm ya buat st oily? trs utk meratakan warna kulit wajah bs gak sih? soalnya muka ku kusam &amp; belang gitu bingung bgt pke skincare apa yg bisa ngeratain,0,0,fw hada labo shirojyun moist hada labo d gel exfo toner avoskin mrt serum whitelab niacin menurut kalian ini udh oke blm ya buat st oily trs utk meratakan warna kulit wajah bs gak sih soalnya muka ku kusam amp belang gitu bingung bgt pke skincare apa yg bisa ngeratain,fw hada labo shirojyun moist hada labo d gel exfo toner avoskin mrt serum whitelab niacin menurut kalian ini udh oke blm ya buat st oily trs utk meratakan warna kulit wajah bs gak sih soalnya muka ku kusam amp belang gitu bingung bgt pke skincare apa yg bisa ngeratain,fw hada labo shirojyun moist hada labo di gel exfo toner avoskin mrt serum whitelab niacin menurut kalian ini sudah oke belum ya buat st oily terus untuk meratakan warna kulit wajah bisa tidak sih soalnya muka ku kusam amp belang begitu bingung banget pakai skincare apa yang bisa ngeratain,"['fw', 'hada', 'labo', 'shirojyun', 'moist', 'hada', 'labo', 'di', 'gel', 'exfo', 'toner', 'avoskin', 'mrt', 'serum', 'whitelab', 'niacin', 'menurut', 'kalian', 'ini', 'sudah', 'oke', 'belum', 'ya', 'buat', 'st', 'oily', 'terus', 'untuk', 'meratakan', 'warna', 'kulit', 'wajah', 'bisa', 'tidak', 'sih', 'soalnya', 'muka', 'ku', 'kusam', 'amp', 'belang', 'begitu', 'bingung', 'banget', 'pakai', 'skincare', 'apa', 'yang', 'bisa', 'ngeratain']","['fw', 'hada', 'labo', 'shirojyun', 'moist', 'hada', 'labo', 'gel', 'exfo', 'toner', 'avoskin', 'mrt', 'serum', 'whitelab', 'niacin', 'oke', 'belum', 'ya', 'st', 'oily', 'meratakan', 'warna', 'kulit', 'wajah', 'tidak', 'sih', 'muka', 'ku', 'kusam', 'amp', 'belang', 'bingung', 'banget', 'pakai', 'skincare', 'ngeratain']",fw hada labo shirojyun moist hada labo gel exfo toner avoskin mrt serum whitelab niacin oke belum ya st oily rata warna kulit wajah tidak sih muka ku kusam amp belang bingung banget pakai skincare ngeratain
,Thu Oct 09 23:29:36 +0000 2025,0,0,1,0,in,@kaiwenebula aku blm pernah nyobain 22nya tp kalo sensitif mnding hada labo,2,1,aku blm pernah nyobain nya tp kalo sensitif mnding hada labo,aku blm pernah nyobain nya tp kalo sensitif mnding hada labo,aku belum pernah mencoba ya tapi kalau sensitif mending hada labo,"['aku', 'belum', 'pernah', 'mencoba', 'ya', 'tapi', 'kalau', 'sensitif', 'mending', 'hada', 'labo']","['belum', 'mencoba', 'ya', 'sensitif', 'mending', 'hada', 'labo']",belum coba ya sensitif mending hada labo
,Thu Oct 09 14:05:41 +0000 2025,0,0,0,0,in,@vigguke @tanyakanrl maaf analisis sebelumnya berdasarkan sampel terbatas. dari 100+ reply yg aku cek ulang urutan terbanyak: hada labo (9) labore (6) eiem (6) viva (5) wardah (4) somethinc (4) teratu (4) skintific (3) laneige (3) emina (3) noroid (3). lainnya seperti cosrx illiyoon g2g,1,1,maaf analisis sebelumnya berdasarkan sampel terbatas dari reply yg aku cek ulang urutan terbanyak hada labo labore eiem viva wardah somethinc teratu skintific laneige emina noroid lainnya seperti cosrx illiyoon gg,maaf analisis sebelumnya berdasarkan sampel terbatas dari reply yg aku cek ulang urutan terbanyak hada labo labore eiem viva wardah somethinc teratu skintific laneige emina noroid lainnya seperti cosrx illiyoon gg,maaf analisis sebelumnya berdasarkan sampel terbatas dari reply yang aku cek ulang urutan terbanyak hada labo labore eiem viva wardah somethinc teratu skintific laneige emina noroid lainnya seperti cosrx illiyoon tidak,"['maaf', 'analisis', 'sebelumnya', 'berdasarkan', 'sampel', 'terbatas', 'dari', 'reply', 'yang', 'aku', 'cek', 'ulang', 'urutan', 'terbanyak', 'hada', 'labo', 'labore', 'eiem', 'viva', 'wardah', 'somethinc', 'teratu', 'skintific', 'laneige', 'emina', 'noroid', 'lainnya', 'seperti', 'cosrx', 'illiyoon', 'tidak']","['maaf', 'analisis', 'berdasarkan', 'sampel', 'terbatas', 'reply', 'cek', 'ulang', 'urutan', 'hada', 'labo', 'labore', 'eiem', 'viva', 'wardah', 'somethinc', 'teratu', 'skintific', 'laneige', 'emina', 'noroid', 'cosrx', 'illiyoon', 'tidak']",maaf analisis dasar sampel batas reply cek ulang urut hada labo labore eiem viva wardah somethinc teratu skintific laneige emina noroid cosrx illiyoon tidak
,Thu Oct 09 14:01:04 +0000 2025,0,0,1,0,in,@vigguke @tanyakanrl berdasarkan analisis thread urutan moisturizer paling banyak disebut: labore (6) skingame (5) eiem (5) somethinc (5) cosrx (4) wardah (3) hanasui (3) cerave (3) viva (2) teratu (2) laneige (2) hada labo (2). lainnya seperti illiyoon g2g emina lebih sedikit.,1,1,berdasarkan analisis thread urutan moisturizer paling banyak disebut labore skingame eiem somethinc cosrx wardah hanasui cerave viva teratu laneige hada labo lainnya seperti illiyoon gg emina lebih sedikit,berdasarkan analisis thread urutan moisturizer paling banyak disebut labore skingame eiem somethinc cosrx wardah hanasui cerave viva teratu laneige hada labo lainnya seperti illiyoon gg emina lebih sedikit,berdasarkan analisis thread urutan moisturizer paling banyak disebut labore skingame eiem somethinc cosrx wardah hanasui cerave viva teratu laneige hada labo lainnya seperti illiyoon tidak emina lebih sedikit,"['berdasarkan', 'analisis', 'thread', 'urutan', 'moisturizer', 'paling', 'banyak', 'disebut', 'labore', 'skingame', 'eiem', 'somethinc', 'cosrx', 'wardah', 'hanasui', 'cerave', 'viva', 'teratu', 'laneige', 'hada', 'labo', 'lainnya', 'seperti', 'illiyoon', 'tidak', 'emina', 'lebih', 'sedikit']","['berdasarkan', 'analisis', 'thread', 'urutan', 'moisturizer', 'labore', 'skingame', 'eiem', 'somethinc', 'cosrx', 'wardah', 'hanasui', 'cerave', 'viva', 'teratu', 'laneige', 'hada', 'labo', 'illiyoon', 'tidak', 'emina']",dasar analisis thread urut moisturizer labore skingame eiem somethinc cosrx wardah hanasui cerave viva teratu laneige hada labo illiyoon tidak emina
,Tue Oct 07 14:40:10 +0000 2025,0,0,0,0,in,@tanyakanrl nder udah coba merk hada labo belum? dia produk jepang dan nggak pake alkohol pewangi sama alkohol. jadi bener2 netral di kulit.,2,1,nder udah coba merk hada labo belum dia produk jepang dan nggak pake alkohol pewangi sama alkohol jadi bener netral di kulit,nder udah coba merk hada labo belum dia produk jepang dan nggak pake alkohol pewangi sama alkohol jadi bener netral di kulit,nder sudah coba merk hada labo belum dia produk jepang dan tidak pakai alkohol pewangi sama alkohol jadi benar netral di kulit,"['nder', 'sudah', 'coba', 'merk', 'hada', 'labo', 'belum', 'dia', 'produk', 'jepang', 'dan', 'tidak', 'pakai', 'alkohol', 'pewangi', 'sama', 'alkohol', 'jadi', 'benar', 'netral', 'di', 'kulit']","['nder', 'coba', 'merk', 'hada', 'labo', 'belum', 'produk', 'jepang', 'tidak', 'pakai', 'alkohol', 'pewangi', 'alkohol', 'netral', 'kulit']",nder coba merk hada labo belum produk jepang tidak pakai alkohol wangi alkohol netral kulit
,Tue Oct 07 02:35:20 +0000 2025,0,0,0,0,in,@ohmy_beautybank hada labo yg strip ijo muda udah mantep bgt buat oily skin,2,1,hada labo yg strip ijo muda udah mantep bgt buat oily skin,hada labo yg strip ijo muda udah mantep bgt buat oily skin,hada labo yang strip ijo muda sudah mantap banget buat oily skin,"['hada', 'labo', 'yang', 'strip', 'ijo', 'muda', 'sudah', 'mantap', 'banget', 'buat', 'oily', 'skin']","['hada', 'labo', 'strip', 'ijo', 'muda', 'mantap', 'banget', 'oily', 'skin']",hada labo strip ijo muda mantap banget oily skin
,Mon Oct 06 11:08:31 +0000 2025,1,0,1,0,in,@ohmy_beautybank pyunkang yul jumiso sama hada labo. kalo kulitmu kering banget pake hada labo premium dia teksurnya kentel jadi ngelembabin banget.,2,1,pyunkang yul jumiso sama hada labo kalo kulitmu kering banget pake hada labo premium dia teksurnya kentel jadi ngelembabin banget,pyunkang yul jumiso sama hada labo kalo kulitmu kering banget pake hada labo premium dia teksurnya kentel jadi ngelembabin banget,pyunkang yul jumiso sama hada labo kalau kulitmu kering banget pakai hada labo premium dia teksurnya kentel jadi ngelembabin banget,"['pyunkang', 'yul', 'jumiso', 'sama', 'hada', 'labo', 'kalau', 'kulitmu', 'kering', 'banget', 'pakai', 'hada', 'labo', 'premium', 'dia', 'teksurnya', 'kentel', 'jadi', 'ngelembabin', 'banget']","['pyunkang', 'yul', 'jumiso', 'hada', 'labo', 'kulitmu', 'kering', 'banget', 'pakai', 'hada', 'labo', 'premium', 'teksurnya', 'kentel', 'ngelembabin', 'banget']",pyunkang yul jumiso hada labo kulit kering banget pakai hada labo premium teksurnya kentel ngelembabin banget
,Sun Oct 05 23:27:05 +0000 2025,0,0,1,0,in,@ohmy_beautybank nah kalo toner.... aku pilih hada labo strip oren buat gantiin hatomugi. toner gak aneh aneh tapi ngelembab in nya oke gak too much yg bikin kulitku jdi terlalu lembab. emng rada trial and error tapi aku biasanya klo satu atau 2 product udh hydrating yg lainnya jgn too much.,2,1,nah kalo toner aku pilih hada labo strip oren buat gantiin hatomugi toner gak aneh aneh tapi ngelembab in nya oke gak too much yg bikin kulitku jdi terlalu lembab emng rada trial and error tapi aku biasanya klo satu atau product udh hydrating yg lainnya jgn too much,nah kalo toner aku pilih hada labo strip oren buat gantiin hatomugi toner gak aneh aneh tapi ngelembab in nya oke gak too much yg bikin kulitku jdi terlalu lembab emng rada trial and error tapi aku biasanya klo satu atau product udh hydrating yg lainnya jgn too much,nah kalau toner aku pilih hada labo strip oren buat menggantikan hatomugi toner tidak aneh aneh tapi ngelembab ini ya oke tidak too much yang bikin kulitku jadi terlalu lembab memang rada trial and error tapi aku biasanya kalau satu atau product sudah hydrating yang lainnya jangan too much,"['nah', 'kalau', 'toner', 'aku', 'pilih', 'hada', 'labo', 'strip', 'oren', 'buat', 'menggantikan', 'hatomugi', 'toner', 'tidak', 'aneh', 'aneh', 'tapi', 'ngelembab', 'ini', 'ya', 'oke', 'tidak', 'too', 'much', 'yang', 'bikin', 'kulitku', 'jadi', 'terlalu', 'lembab', 'memang', 'rada', 'trial', 'and', 'error', 'tapi', 'aku', 'biasanya', 'kalau', 'satu', 'atau', 'product', 'sudah', 'hydrating', 'yang', 'lainnya', 'jangan', 'too', 'much']","['toner', 'pilih', 'hada', 'labo', 'strip', 'oren', 'menggantikan', 'hatomugi', 'toner', 'tidak', 'aneh', 'aneh', 'ngelembab', 'ya', 'oke', 'tidak', 'too', 'much', 'bikin', 'kulitku', 'lembab', 'rada', 'trial', 'and', 'error', 'product', 'hydrating', 'too', 'much']",toner pilih hada labo strip oren ganti hatomugi toner tidak aneh aneh ngelembab ya oke tidak too much bikin kulit lembab rada trial and error product hydrating too much
,Sun Oct 05 02:53:02 +0000 2025,0,0,4,0,in,face wash mending senka cetaphil npure cosrx hada labo atau skin1004 ya? st oily acne prone,1,1,face wash mending senka cetaphil npure cosrx hada labo atau skin ya st oily acne prone,face wash mending senka cetaphil npure cosrx hada labo atau skin ya st oily acne prone,face wash mending senka cetaphil npure cosrx hada labo atau skin ya st oily acne prone,"['face', 'wash', 'mending', 'senka', 'cetaphil', 'npure', 'cosrx', 'hada', 'labo', 'atau', 'skin', 'ya', 'st', 'oily', 'acne', 'prone']","['face', 'wash', 'mending', 'senka', 'cetaphil', 'npure', 'cosrx', 'hada', 'labo', 'skin', 'ya', 'st', 'oily', 'acne', 'prone']",face wash mending senka cetaphil npure cosrx hada labo skin ya st oily acne prone
,Sat Oct 04 02:24:26 +0000 2025,1,0,1,0,in,akupun cocok ya hada labo udah nyoba yg lokal belom ada yg cocok jd yauda balik hada labo lagi buat basic skin care.,2,1,akupun cocok ya hada labo udah nyoba yg lokal belom ada yg cocok jd yauda balik hada labo lagi buat basic skin care,akupun cocok ya hada labo udah nyoba yg lokal belom ada yg cocok jd yauda balik hada labo lagi buat basic skin care,akupun cocok ya hada labo sudah mencoba yang lokal belum ada yang cocok jadi yauda balik hada labo lagi buat basic skin care,"['akupun', 'cocok', 'ya', 'hada', 'labo', 'sudah', 'mencoba', 'yang', 'lokal', 'belum', 'ada', 'yang', 'cocok', 'jadi', 'yauda', 'balik', 'hada', 'labo', 'lagi', 'buat', 'basic', 'skin', 'care']","['akupun', 'cocok', 'ya', 'hada', 'labo', 'mencoba', 'lokal', 'belum', 'cocok', 'yauda', 'hada', 'labo', 'basic', 'skin', 'care']",aku cocok ya hada labo coba lokal belum cocok yauda hada labo basic skin care
,Fri Oct 03 15:28:17 +0000 2025,0,0,2,0,in,@koalapawpaw @ohmy_beautybank kulitku normal to dry pagi: fw-toner hada labo-niacef-ss malem: dobel cleansing- toner/moist- niacef- glycore(seminggu 2x)- moist hada labo jadi aku pake metode sandwich sih kak tp ada yg cocoknya glycore dulu baru niacef tergantung skintype,1,1,kulitku normal to dry pagi fw toner hada labo niacef ss malem dobel cleansing toner moist niacef glycore seminggu x moist hada labo jadi aku pake metode sandwich sih kak tp ada yg cocoknya glycore dulu baru niacef tergantung skintype,kulitku normal to dry pagi fw toner hada labo niacef ss malem dobel cleansing toner moist niacef glycore seminggu x moist hada labo jadi aku pake metode sandwich sih kak tp ada yg cocoknya glycore dulu baru niacef tergantung skintype,kulitku normal tapi dry pagi fw toner hada labo niacef ss malam dobel cleansing toner moist niacef glycore seminggu kali moist hada labo jadi aku pakai metode sandwich sih kak tapi ada yang cocoknya glycore dulu baru niacef tergantung skintype,"['kulitku', 'normal', 'tapi', 'dry', 'pagi', 'fw', 'toner', 'hada', 'labo', 'niacef', 'ss', 'malam', 'dobel', 'cleansing', 'toner', 'moist', 'niacef', 'glycore', 'seminggu', 'kali', 'moist', 'hada', 'labo', 'jadi', 'aku', 'pakai', 'metode', 'sandwich', 'sih', 'kak', 'tapi', 'ada', 'yang', 'cocoknya', 'glycore', 'dulu', 'baru', 'niacef', 'tergantung', 'skintype']","['kulitku', 'normal', 'dry', 'pagi', 'fw', 'toner', 'hada', 'labo', 'niacef', 'ss', 'malam', 'dobel', 'cleansing', 'toner', 'moist', 'niacef', 'glycore', 'seminggu', 'kali', 'moist', 'hada', 'labo', 'pakai', 'metode', 'sandwich', 'sih', 'kak', 'cocoknya', 'glycore', 'niacef', 'tergantung', 'skintype']",kulit normal dry pagi fw toner hada labo niacef ss malam dobel cleansing toner moist niacef glycore minggu kali moist hada labo pakai metode sandwich sih kak cocok glycore niacef gantung skintype
,Fri Oct 03 13:52:33 +0000 2025,5,0,1,0,in,@ohmy_beautybank aku niacer dah abis 1 tube dan glycornya blm abis karena pakenya kan seminggu 2x dan alhamdulillah jerawat jarang muncul dan bekas item mulai dikit pudar nder moistnya pake hada labo milk ss pake dear me beauty fw hada labo yg putih,2,1,aku niacer dah abis tube dan glycornya blm abis karena pakenya kan seminggu x dan alhamdulillah jerawat jarang muncul dan bekas item mulai dikit pudar nder moistnya pake hada labo milk ss pake dear me beauty fw hada labo yg putih,aku niacer dah abis tube dan glycornya blm abis karena pakenya kan seminggu x dan alhamdulillah jerawat jarang muncul dan bekas item mulai dikit pudar nder moistnya pake hada labo milk ss pake dear me beauty fw hada labo yg putih,aku niacer sudah habis tube dan glycornya belum habis karena pakenya kan seminggu kali dan alhamdulillah jerawat jarang muncul dan bekas item mulai dikit pudar nder moistnya pakai hada labo milk ss pakai dear me beauty fw hada labo yang putih,"['aku', 'niacer', 'sudah', 'habis', 'tube', 'dan', 'glycornya', 'belum', 'habis', 'karena', 'pakenya', 'kan', 'seminggu', 'kali', 'dan', 'alhamdulillah', 'jerawat', 'jarang', 'muncul', 'dan', 'bekas', 'item', 'mulai', 'dikit', 'pudar', 'nder', 'moistnya', 'pakai', 'hada', 'labo', 'milk', 'ss', 'pakai', 'dear', 'me', 'beauty', 'fw', 'hada', 'labo', 'yang', 'putih']","['niacer', 'habis', 'tube', 'glycornya', 'belum', 'habis', 'pakenya', 'seminggu', 'kali', 'alhamdulillah', 'jerawat', 'jarang', 'muncul', 'bekas', 'item', 'dikit', 'pudar', 'nder', 'moistnya', 'pakai', 'hada', 'labo', 'milk', 'ss', 'pakai', 'dear', 'me', 'beauty', 'fw', 'hada', 'labo', 'putih']",niacer habis tube glycornya belum habis pakenya minggu kali alhamdulillah jerawat jarang muncul bekas item dikit pudar nder moistnya pakai hada labo milk ss pakai dear me beauty fw hada labo putih
,Thu Oct 02 12:51:21 +0000 2025,0,0,0,0,in,@lunabyy__ aku pernah nyobain hada labo punya temenku enakeun dipake g bikin kering,2,1,aku pernah nyobain hada labo punya temenku enakeun dipake g bikin kering,aku pernah nyobain hada labo punya temenku enakeun dipake g bikin kering,aku pernah mencoba hada labo punya temenku enakeun dipakai tidak bikin kering,"['aku', 'pernah', 'mencoba', 'hada', 'labo', 'punya', 'temenku', 'enakeun', 'dipakai', 'tidak', 'bikin', 'kering']","['mencoba', 'hada', 'labo', 'temenku', 'enakeun', 'dipakai', 'tidak', 'bikin', 'kering']",coba hada labo temenku enakeun pakai tidak bikin kering
,Tue Sep 30 12:27:46 +0000 2025,3,0,0,0,in,@tanyarlfes tipe kulit kamu apa dulu nder kalo dirasa masih berminyak tap dikit aja pake tisu. aku saranin yg hada labo pakenya sepaket ama tonernya karena kalo yg pink aja kurang maksimal (aku ex host tt mereka wkwk),2,1,tipe kulit kamu apa dulu nder kalo dirasa masih berminyak tap dikit aja pake tisu aku saranin yg hada labo pakenya sepaket ama tonernya karena kalo yg pink aja kurang maksimal aku ex host tt mereka wkwk,tipe kulit kamu apa dulu nder kalo dirasa masih berminyak tap dikit aja pake tisu aku saranin yg hada labo pakenya sepaket ama tonernya karena kalo yg pink aja kurang maksimal aku ex host tt mereka wkwk,tipe kulit kamu apa dulu nder kalau dirasa masih berminyak tap dikit saja pakai tisu aku menyarankan yang hada labo pakenya sepaket sama tonernya karena kalau yang pink saja kurang maksimal aku ex host tt mereka wkwk,"['tipe', 'kulit', 'kamu', 'apa', 'dulu', 'nder', 'kalau', 'dirasa', 'masih', 'berminyak', 'tap', 'dikit', 'saja', 'pakai', 'tisu', 'aku', 'menyarankan', 'yang', 'hada', 'labo', 'pakenya', 'sepaket', 'sama', 'tonernya', 'karena', 'kalau', 'yang', 'pink', 'saja', 'kurang', 'maksimal', 'aku', 'ex', 'host', 'tt', 'mereka', 'wkwk']","['tipe', 'kulit', 'nder', 'dirasa', 'berminyak', 'tap', 'dikit', 'pakai', 'tisu', 'menyarankan', 'hada', 'labo', 'pakenya', 'sepaket', 'tonernya', 'pink', 'kurang', 'maksimal', 'ex', 'host', 'tt', 'wkwk']",tipe kulit nder rasa minyak tap dikit pakai tisu saran hada labo pakenya paket tonernya pink kurang maksimal ex host tt wkwk
,Tue Sep 30 11:56:11 +0000 2025,0,0,0,0,in,@tanyarlfes aku pake yang hada labo so far cocok aja sih karena aku tipe kulitnya emang kering,2,1,aku pake yang hada labo so far cocok aja sih karena aku tipe kulitnya emang kering,aku pake yang hada labo so far cocok aja sih karena aku tipe kulitnya emang kering,aku pakai yang hada labo sok far cocok saja sih karena aku tipe kulitnya memang kering,"['aku', 'pakai', 'yang', 'hada', 'labo', 'sok', 'far', 'cocok', 'saja', 'sih', 'karena', 'aku', 'tipe', 'kulitnya', 'memang', 'kering']","['pakai', 'hada', 'labo', 'sok', 'far', 'cocok', 'sih', 'tipe', 'kulitnya', 'kering']",pakai hada labo sok far cocok sih tipe kulit kering
,Tue Sep 30 11:28:42 +0000 2025,0,0,0,0,in,@tanyarlfes aku pake skin aqua cocok aja sih nder klo hada labo nya blm pernah,1,1,aku pake skin aqua cocok aja sih nder klo hada labo nya blm pernah,aku pake skin aqua cocok aja sih nder klo hada labo nya blm pernah,aku pakai skin aqua cocok saja sih nder kalau hada labo ya belum pernah,"['aku', 'pakai', 'skin', 'aqua', 'cocok', 'saja', 'sih', 'nder', 'kalau', 'hada', 'labo', 'ya', 'belum', 'pernah']","['pakai', 'skin', 'aqua', 'cocok', 'sih', 'nder', 'hada', 'labo', 'ya', 'belum']",pakai skin aqua cocok sih nder hada labo ya belum
,Tue Sep 30 11:19:54 +0000 2025,0,0,0,0,in,@tanyarlfes di aku 22nya cocok nder skinaqua yg tutup putih di aku ga bikin minyakan beda sama yg biru buat hada labo melembabkan bgt buatku cocok buat dry skin,2,1,di aku nya cocok nder skinaqua yg tutup putih di aku ga bikin minyakan beda sama yg biru buat hada labo melembabkan bgt buatku cocok buat dry skin,di aku nya cocok nder skinaqua yg tutup putih di aku ga bikin minyakan beda sama yg biru buat hada labo melembabkan bgt buatku cocok buat dry skin,di aku ya cocok nder skinaqua yang tutup putih di aku tidak bikin minyakan beda sama yang biru buat hada labo melembabkan banget buatku cocok buat dry skin,"['di', 'aku', 'ya', 'cocok', 'nder', 'skinaqua', 'yang', 'tutup', 'putih', 'di', 'aku', 'tidak', 'bikin', 'minyakan', 'beda', 'sama', 'yang', 'biru', 'buat', 'hada', 'labo', 'melembabkan', 'banget', 'buatku', 'cocok', 'buat', 'dry', 'skin']","['ya', 'cocok', 'nder', 'skinaqua', 'tutup', 'putih', 'tidak', 'bikin', 'minyakan', 'beda', 'biru', 'hada', 'labo', 'melembabkan', 'banget', 'buatku', 'cocok', 'dry', 'skin']",ya cocok nder skinaqua tutup putih tidak bikin minyak beda biru hada labo melembabkan banget buat cocok dry skin
,Mon Sep 29 08:33:22 +0000 2025,0,0,0,0,in,@westwounds ada this brand yang aku dikasih tapi belum aku coba dia brand baru nanti aku cek. lastly hada labo aku lupa banget. ini brand aku pake si tonernya to boost and i stand by it. crazy moisturizing. this year aku pake itu and my face has been crazy good.,2,1,ada this brand yang aku dikasih tapi belum aku coba dia brand baru nanti aku cek lastly hada labo aku lupa banget ini brand aku pake si tonernya to boost and i stand by it crazy moisturizing this year aku pake itu and my face has been crazy good,ada this brand yang aku dikasih tapi belum aku coba dia brand baru nanti aku cek lastly hada labo aku lupa banget ini brand aku pake si tonernya to boost and i stand by it crazy moisturizing this year aku pake itu and my face has been crazy good,ada this brand yang aku dikasih tapi belum aku coba dia brand baru nanti aku cek lastly hada labo aku lupa banget ini brand aku pakai sih tonernya tapi boost and i stand by itu crazy moisturizing this year aku pakai itu and my face has been crazy good,"['ada', 'this', 'brand', 'yang', 'aku', 'dikasih', 'tapi', 'belum', 'aku', 'coba', 'dia', 'brand', 'baru', 'nanti', 'aku', 'cek', 'lastly', 'hada', 'labo', 'aku', 'lupa', 'banget', 'ini', 'brand', 'aku', 'pakai', 'sih', 'tonernya', 'tapi', 'boost', 'and', 'i', 'stand', 'by', 'itu', 'crazy', 'moisturizing', 'this', 'year', 'aku', 'pakai', 'itu', 'and', 'my', 'face', 'has', 'been', 'crazy', 'good']","['this', 'brand', 'dikasih', 'belum', 'coba', 'brand', 'cek', 'lastly', 'hada', 'labo', 'lupa', 'banget', 'brand', 'pakai', 'sih', 'tonernya', 'boost', 'and', 'i', 'stand', 'by', 'crazy', 'moisturizing', 'this', 'year', 'pakai', 'and', 'my', 'face', 'has', 'been', 'crazy', 'good']",this brand kasih belum coba brand cek lastly hada labo lupa banget brand pakai sih tonernya boost and i stand by crazy moisturizing this year pakai and my face has been crazy good
,Sun Sep 28 13:50:55 +0000 2025,0,0,0,0,in,@womanfeeds_id hada labo : face wash hanasui : sunscreen spf 50 yg lainnya ga tau ,1,1,hada labo face wash hanasui sunscreen spf yg lainnya ga tau,hada labo face wash hanasui sunscreen spf yg lainnya ga tau,hada labo face wash hanasui sunscreen spf yang lainnya tidak tau,"['hada', 'labo', 'face', 'wash', 'hanasui', 'sunscreen', 'spf', 'yang', 'lainnya', 'tidak', 'tau']","['hada', 'labo', 'face', 'wash', 'hanasui', 'sunscreen', 'spf', 'tidak', 'tau']",hada labo face wash hanasui sunscreen spf tidak tau
,Sun Sep 28 11:10:57 +0000 2025,1,0,1,0,in,@luviechilli @ohmy_beautybank - air mawar viva skip aja alkoholnya bikin kulit kering jd bikin terlihat kusam. kalau ada budget ganti hada labo strip oren - moist aloe vera citra ini yg mana? - ss implora pakainya harus 2 jari kalau banyak kegiatan outdoor.,0,0,air mawar viva skip aja alkoholnya bikin kulit kering jd bikin terlihat kusam kalau ada budget ganti hada labo strip oren moist aloe vera citra ini yg mana ss implora pakainya harus jari kalau banyak kegiatan outdoor,air mawar viva skip aja alkoholnya bikin kulit kering jd bikin terlihat kusam kalau ada budget ganti hada labo strip oren moist aloe vera citra ini yg mana ss implora pakainya harus jari kalau banyak kegiatan outdoor,air mawar viva skip saja alkoholnya bikin kulit kering jadi bikin terlihat kusam kalau ada budget ganti hada labo strip oren moist aloe vera citra ini yang mana ss implora pakainya harus jari kalau banyak kegiatan outdoor,"['air', 'mawar', 'viva', 'skip', 'saja', 'alkoholnya', 'bikin', 'kulit', 'kering', 'jadi', 'bikin', 'terlihat', 'kusam', 'kalau', 'ada', 'budget', 'ganti', 'hada', 'labo', 'strip', 'oren', 'moist', 'aloe', 'vera', 'citra', 'ini', 'yang', 'mana', 'ss', 'implora', 'pakainya', 'harus', 'jari', 'kalau', 'banyak', 'kegiatan', 'outdoor']","['air', 'mawar', 'viva', 'skip', 'alkoholnya', 'bikin', 'kulit', 'kering', 'bikin', 'kusam', 'budget', 'ganti', 'hada', 'labo', 'strip', 'oren', 'moist', 'aloe', 'vera', 'citra', 'ss', 'implora', 'pakainya', 'jari', 'kegiatan', 'outdoor']",air mawar viva skip alkohol bikin kulit kering bikin kusam budget ganti hada labo strip oren moist aloe vera citra ss implora pakai jari giat outdoor
,Wed Sep 24 04:16:27 +0000 2025,0,0,0,0,in,facewash mending hada labo gokujyun ultimate atau scora ya?,1,1,facewash mending hada labo gokujyun ultimate atau scora ya,facewash mending hada labo gokujyun ultimate atau scora ya,facewash mending hada labo gokujyun ultimate atau scora ya,"['facewash', 'mending', 'hada', 'labo', 'gokujyun', 'ultimate', 'atau', 'scora', 'ya']","['facewash', 'mending', 'hada', 'labo', 'gokujyun', 'ultimate', 'scora', 'ya']",facewash mending hada labo gokujyun ultimate scora ya
